PPSORT,AGEIMM,BedRm,CMA,CONDO,COW,DIST,GENSTAT,HHSIZE,IMMCAT5,MODE,MTNEn,MTNFr,NAICS,NOC16,NOCS,PKIDS,POWST,PR,PRIHM,PWDUR,PWLEAVE,ROOMS,Sex,SHELCO,Subsidy,Tenur,VisMin,Wages,WKSWRK,aboriginal,age,STEM,YrEd,PrMinWage_V,PrMinWage_Vstat,PartTime,Married
397585,0,2,835,1,1,7,1,3,3,2,1,0,4,24,8,0,4,48,0,37,7,4,1,1400,0,2,0,60000,44,0,32,0,15,11.2,11.2,0,1
233907,0,3,825,0,1,7,4,4,1,2,1,0,8,8,2,1,4,48,1,22,8,7,0,1800,0,2,0,20000,24.5,0,42,0,14,11.2,11.2,0,0
703940,0,1,999,0,1,2,4,2,1,2,1,0,17,19,7,1,4,48,1,7,9,3,0,900,0,2,0,54000,50.5,0,47,0,14,11.2,11.2,0,0
731332,0,2,505,0,1,7,4,4,1,2,0,1,17,19,7,1,4,24,1,22,9,6,0,600,0,2,0,22000,44,0,32,0,9,10.75,10.75,0,1
20338,5,2,535,0,1,7,1,3,22,6,0,0,5,29,10,1,6,35,1,70,6,3,1,1300,0,2,1,37000,50.5,0,37,1,15,11.25,11.25,0,1
885731,8,2,535,1,1,12,1,4,21,2,0,0,8,26,8,1,6,35,1,22,6,3,1,1600,0,2,0,15000,14.5,0,37,1,14,11.25,11.25,0,1
240182,0,3,799,1,1,2,4,2,1,2,1,0,14,13,5,0,4,47,1,22,8,6,1,1500,0,2,0,73000,44,0,27,0,16,10.5,10.5,0,1
241217,4,2,462,0,1,7,1,3,23,6,0,0,17,23,7,1,4,24,0,70,7,4,0,600,0,2,1,16000,44,0,42,0,9,10.75,10.75,0,1
198636,0,1,535,1,1,12,3,2,1,2,1,0,15,12,4,0,6,35,1,37,7,4,0,1600,0,2,0,70000,44,0,32,1,16,11.25,11.25,0,1
462204,1,4,535,0,1,35,1,5,21,2,1,0,6,9,3,1,6,35,0,70,8,5,1,2800,0,2,1,49000,50.5,0,27,0,16,11.25,11.25,0,0
572323,0,2,835,0,1,2,3,2,1,7,1,0,11,6,2,0,4,48,0,7,7,4,0,0,0,2,0,22000,50.5,0,67,0,14,11.2,11.2,0,1
916328,6,3,933,0,1,7,1,7,21,2,0,0,6,9,3,1,4,59,1,22,9,5,1,2200,0,2,1,97000,44,0,47,1,16,10.45,10.45,0,1
562079,7,3,462,1,1,7,1,2,21,2,0,1,6,1,1,0,4,24,1,22,8,5,0,1100,0,2,0,73000,50.5,0,37,0,12,10.75,10.75,0,1
901686,0,2,462,0,1,7,4,2,1,2,0,1,7,23,7,1,5,24,1,22,6,4,0,700,0,2,0,28000,44,0,57,0,9,10.75,10.75,0,0
739377,0,2,999,0,1,2,4,2,1,5,1,0,7,22,7,0,5,46,0,7,7,5,1,700,0,2,0,21000,50.5,1,22,0,12,11,11,0,1
287683,0,2,999,0,1,2,4,2,1,7,0,1,5,29,10,0,4,24,0,7,7,4,0,700,0,2,0,25000,44,0,57,0,9,10.75,10.75,0,1
194425,0,1,462,0,1,2,4,2,1,2,0,1,12,9,3,0,4,24,1,22,7,4,0,1400,0,2,0,72000,50.5,0,32,0,18,10.75,10.75,0,1
372078,0,2,462,0,1,7,4,2,1,6,0,1,17,23,7,0,4,24,1,37,7,4,0,700,0,2,0,17000,50.5,0,32,0,9,10.75,10.75,0,1
891618,0,2,535,0,1,12,4,2,1,2,1,0,12,12,4,0,6,35,0,22,8,5,0,800,0,2,0,32000,50.5,0,32,1,14,11.25,11.25,0,1
499300,0,2,588,0,1,2,4,2,1,4,1,0,11,23,7,0,4,35,1,7,5,5,1,1200,0,2,0,10000,24.5,0,62,0,9,11.25,11.25,1,1
379173,0,4,602,0,1,35,4,4,1,2,1,0,88,3,1,1,6,46,1,7,5,10,0,2100,0,2,0,10000,5,1,47,0,13,11,11,0,0
618282,0,2,462,0,1,2,4,2,1,2,0,1,5,30,10,0,4,24,1,7,6,4,1,900,0,2,0,86000,44,0,57,0,9,10.75,10.75,0,1
824888,3,2,462,0,1,2,1,6,21,6,0,0,17,19,7,1,4,24,0,37,14,4,0,1400,0,2,1,6000,24.5,0,17,0,12,10.75,10.75,1,0
49943,9,2,999,0,1,2,1,3,21,2,0,0,17,23,7,0,4,48,1,22,14,5,1,1200,0,2,1,44000,5,0,47,0,15,11.2,11.2,0,1
157291,6,2,535,0,4,2,1,3,21,5,0,0,17,3,1,1,4,35,1,22,8,4,1,1500,0,2,0,19000,50.5,0,57,1,15,11.25,11.25,0,1
748960,0,3,535,0,1,27,4,3,1,6,1,0,12,15,5,1,6,35,0,70,7,4,0,2400,0,2,0,48000,50.5,0,27,0,16,11.25,11.25,0,0
488623,8,3,535,1,1,17,1,4,22,2,0,0,15,11,4,1,4,35,0,22,7,4,0,500,0,2,1,57000,50.5,0,57,0,14,11.25,11.25,1,1
51655,0,1,835,1,1,12,4,2,1,2,1,0,5,20,7,0,4,48,0,22,7,3,0,1600,0,2,0,28000,50.5,0,27,1,16,11.2,11.2,0,1
402235,11,2,933,0,1,2,1,6,22,5,0,0,1,28,9,1,5,59,0,37,7,3,0,900,0,2,1,9000,24.5,0,57,0,9,10.45,10.45,1,1
305768,10,3,462,0,1,2,1,4,23,6,0,0,13,7,2,1,4,24,0,37,9,5,1,1200,0,2,1,2000,5,0,52,0,18,10.75,10.75,0,1
412320,0,1,535,0,1,2,2,2,1,6,0,0,7,11,4,0,4,35,1,7,7,3,0,1100,0,2,1,35000,24.5,0,27,0,17,11.25,11.25,0,1
228731,0,1,462,0,1,7,4,2,1,6,0,1,7,2,1,0,4,24,1,70,7,4,1,700,0,2,0,25000,50.5,0,22,0,13,10.75,10.75,0,1
313746,0,3,535,0,1,17,4,3,1,6,1,0,13,23,7,1,4,35,0,37,6,6,1,1300,0,2,1,21000,44,0,22,0,12,11.25,11.25,0,0
112686,5,2,999,1,1,2,1,3,21,2,0,0,17,21,7,1,4,35,1,7,8,3,1,1300,0,2,0,54000,50.5,0,32,0,12,11.25,11.25,1,1
267777,0,2,988,1,1,17,4,2,1,2,1,0,7,21,7,0,5,59,0,37,7,4,1,1400,0,2,0,120000,50.5,0,42,0,12,10.45,10.45,0,1
923221,0,2,541,0,1,12,4,2,1,2,1,0,5,30,10,0,5,35,0,22,5,4,1,1100,0,2,0,59000,50.5,0,27,0,12,11.25,11.25,0,1
574061,0,3,462,1,1,2,4,3,1,2,0,1,14,15,5,1,4,24,1,7,7,7,0,1300,0,2,0,27000,44,0,42,0,14,10.75,10.75,1,0
920351,6,1,825,0,1,7,1,2,22,6,0,0,14,23,7,0,4,48,0,52,9,3,0,1100,0,2,1,25000,44,0,27,0,9,11.2,11.2,0,1
750458,0,3,421,1,1,35,4,3,1,2,0,1,14,13,5,1,6,24,0,7,7,5,0,800,1,2,0,12000,5,0,42,0,16,10.75,10.75,1,1
232093,0,3,999,0,1,2,4,3,1,2,1,0,15,23,7,1,4,59,1,7,9,6,0,1000,0,2,0,14000,50.5,0,52,0,14,10.45,10.45,1,1
621420,0,2,577,0,1,7,4,2,1,2,1,0,9,20,7,0,4,35,1,22,9,3,1,1300,0,2,0,8000,44,0,22,0,16,11.25,11.25,1,1
17829,9,3,535,0,1,12,1,4,21,6,0,0,7,3,1,1,4,35,1,70,14,4,0,1200,0,2,1,40000,44,0,47,0,12,11.25,11.25,0,0
394621,0,2,462,0,1,27,4,3,1,2,0,1,9,22,7,1,6,24,0,37,8,4,1,1000,0,2,0,20000,24.5,0,27,0,9,10.75,10.75,0,1
738288,9,2,577,0,1,2,1,2,22,2,1,0,15,8,2,0,4,35,0,7,14,4,0,1000,0,2,0,2000,24.5,0,52,0,12,11.25,11.25,1,1
218203,0,1,535,0,1,7,2,3,1,6,1,0,14,13,5,1,4,35,0,52,7,2,0,1500,0,2,1,20000,50.5,0,37,0,15,11.25,11.25,1,1
231140,0,3,935,0,1,2,4,5,1,2,1,0,7,88,88,1,4,59,0,7,9,5,1,1600,0,2,0,130000,50.5,1,37,0,0,10.45,10.45,0,0
188830,0,3,205,0,1,2,3,2,1,2,1,0,15,15,5,0,4,12,0,7,8,10,0,1300,0,2,0,33000,50.5,0,37,0,13,10.7,10.7,0,1
805847,0,5,999,0,1,2,3,4,1,2,1,0,6,88,88,1,4,59,1,7,6,10,0,1400,0,2,0,10000,24.5,0,32,0,12,10.45,10.45,0,0
922601,0,3,535,0,1,2,4,2,1,7,1,0,10,5,2,0,4,35,1,7,8,9,1,3904,0,2,0,1016596,50.5,0,62,0,18,11.25,11.25,0,1
480179,0,3,988,0,1,7,3,3,1,6,1,0,88,88,88,1,4,59,0,37,9,8,1,2400,0,2,0,12000,24.5,1,22,1,0,10.45,10.45,1,0
738821,0,3,999,0,1,7,4,4,1,2,0,1,6,88,88,1,6,24,1,22,9,7,1,1300,0,2,0,35000,50.5,0,27,0,12,10.75,10.75,0,0
44408,0,1,499,0,3,2,4,2,1,7,0,1,18,19,7,0,4,24,0,7,8,3,0,400,0,2,0,8000,50.5,0,27,0,9,10.75,10.75,0,1
169835,2,2,555,1,1,7,1,3,23,2,1,0,17,3,1,1,4,35,1,22,14,4,1,900,0,2,1,5000,44,0,32,0,12,11.25,11.25,1,1
645543,0,1,462,0,1,7,4,2,1,2,0,1,4,26,8,0,4,24,1,22,14,3,0,700,0,2,0,28000,50.5,0,27,0,13,10.75,10.75,0,1
847481,0,2,825,0,1,2,4,3,1,7,1,0,11,6,2,1,4,48,1,7,8,4,0,700,0,2,0,55000,50.5,0,67,0,9,11.2,11.2,0,1
796519,0,5,988,0,1,7,2,5,1,5,0,0,17,19,7,1,4,59,0,7,6,6,0,2100,0,2,1,17000,50.5,0,27,0,13,10.45,10.45,0,0
465803,0,3,999,0,1,12,4,3,1,2,1,0,14,16,5,1,5,46,1,37,8,6,0,500,0,2,0,18000,44,0,27,0,12,11,11,1,0
70236,0,4,999,0,1,2,4,7,1,4,1,0,19,5,2,1,4,59,1,22,7,10,1,2100,0,2,0,59000,50.5,1,42,0,14,10.45,10.45,0,1
729909,0,2,835,0,1,2,4,2,1,7,1,0,11,23,7,0,4,48,0,7,8,6,1,1500,0,2,0,46000,50.5,0,67,0,14,11.2,11.2,0,1
640523,0,4,799,0,1,2,4,4,1,6,1,0,17,21,7,1,4,47,1,22,9,7,0,400,0,2,0,13000,50.5,0,52,0,12,10.5,10.5,1,0
129262,0,4,532,0,1,35,4,5,1,2,1,0,15,11,4,1,6,35,0,70,6,7,0,2200,0,2,0,59000,50.5,0,37,0,14,11.25,11.25,1,1
724017,6,1,462,0,1,2,1,3,22,6,0,0,7,26,8,1,4,24,0,52,7,3,0,800,0,2,1,21000,50.5,0,37,0,12,10.75,10.75,0,1
673128,0,5,535,0,1,12,4,6,1,2,1,0,15,11,4,1,6,35,1,52,6,11,0,1700,0,2,0,1000,44,0,42,0,16,11.25,11.25,0,0
374135,0,2,421,0,1,2,4,2,1,2,0,1,14,16,5,0,4,24,0,7,9,4,1,900,0,2,0,4000,44,0,62,0,9,10.75,10.75,1,1
407310,0,5,532,0,1,35,4,4,1,2,1,0,5,9,3,0,6,35,1,52,7,8,1,1800,0,2,0,66000,50.5,0,27,1,16,11.25,11.25,0,1
659099,0,3,462,1,1,12,2,4,1,2,0,1,13,88,88,1,6,24,1,22,14,5,1,1100,0,2,0,49000,50.5,0,62,0,14,10.75,10.75,0,0
625550,0,3,535,0,1,7,4,4,1,6,1,0,8,8,2,1,4,35,0,22,8,6,0,1500,0,2,0,16000,50.5,0,17,0,12,11.25,11.25,1,0
796082,7,3,535,0,1,7,1,3,21,2,0,0,12,6,2,1,4,35,0,22,8,5,0,2000,0,2,1,8000,14.5,0,52,0,15,11.25,11.25,1,1
242129,9,3,537,1,1,7,1,4,23,2,0,0,14,16,5,1,4,35,0,37,7,6,0,1300,0,2,1,26000,50.5,0,52,0,14,11.25,11.25,0,1
178586,5,3,933,0,1,2,1,4,23,2,0,0,17,19,7,0,5,59,0,7,9,5,1,1400,0,2,1,29000,50.5,0,57,0,9,10.45,10.45,0,1
640460,0,3,999,0,1,2,4,3,1,2,1,0,4,24,8,1,4,35,0,7,7,7,1,1200,0,2,0,34000,50.5,0,42,0,12,11.25,11.25,0,0
625047,0,2,933,0,1,7,4,2,1,2,1,0,8,7,2,0,5,59,0,22,9,4,0,1700,0,2,0,51000,44,0,42,0,14,10.45,10.45,0,1
720552,0,1,462,0,1,7,4,2,1,2,0,1,12,17,6,0,4,24,0,37,7,4,0,1100,0,2,0,3000,24.5,0,22,0,14,10.75,10.75,1,1
431107,0,3,999,0,1,2,4,3,1,2,1,0,6,30,10,1,4,59,0,7,7,6,1,1300,0,2,0,23000,50.5,0,22,0,9,10.45,10.45,0,0
283652,0,1,935,0,1,2,4,2,1,5,1,0,6,21,7,0,5,59,1,7,7,5,1,800,0,2,0,54000,50.5,0,62,0,12,10.45,10.45,0,1
227845,0,4,462,0,1,7,2,4,1,2,0,0,7,20,7,1,6,24,0,22,9,8,1,700,0,2,1,17000,44,0,17,1,14,10.75,10.75,1,0
421091,3,2,535,0,1,7,1,2,23,6,1,0,7,20,7,1,6,35,0,52,9,4,0,1100,0,2,1,7000,50.5,0,22,0,16,11.25,11.25,1,0
826505,0,2,799,0,1,2,4,2,1,6,1,0,14,17,6,0,4,47,1,22,8,5,1,1400,0,2,0,18000,44,0,27,0,16,10.5,10.5,0,1
481919,1,4,933,0,1,22,1,2,2,2,0,0,8,27,8,0,5,59,1,52,8,9,1,1400,0,2,1,100000,50.5,0,52,0,13,10.45,10.45,0,1
37529,0,4,999,0,1,2,4,7,1,2,1,0,13,21,7,1,4,35,0,7,9,9,0,1500,0,2,0,27000,34.5,0,37,0,14,11.25,11.25,0,1
667925,0,3,539,0,1,7,3,5,1,1,1,0,5,30,10,1,4,35,1,22,5,6,1,1000,0,2,0,39000,50.5,0,37,0,12,11.25,11.25,0,1
69320,4,3,933,0,1,12,1,3,22,2,0,0,7,3,1,1,5,59,0,52,9,4,0,1500,0,2,1,36000,44,0,47,0,15,10.45,10.45,0,1
486904,0,4,535,0,1,22,2,5,1,2,0,0,4,2,1,1,6,35,1,37,7,11,1,2700,0,2,0,150000,50.5,0,52,0,16,11.25,11.25,0,1
814476,5,1,988,0,1,7,1,2,22,5,1,0,12,6,2,0,4,59,0,7,7,2,0,800,0,2,0,31000,50.5,0,27,0,12,10.45,10.45,0,1
913708,0,4,999,0,1,2,4,5,1,2,0,1,19,4,1,1,4,13,1,7,8,8,1,1000,0,2,0,68000,44,0,42,0,12,10.65,10.65,0,1
262240,0,3,999,0,1,2,4,6,1,2,0,0,19,88,88,1,4,46,0,7,8,4,0,1500,0,2,0,66000,50.5,1,47,0,12,11,11,0,0
459835,0,2,462,0,1,7,4,2,1,6,0,1,15,11,4,0,4,24,1,37,7,6,0,1700,0,2,0,68000,50.5,0,37,0,16,10.75,10.75,1,1
799227,6,2,462,0,1,12,1,3,22,6,0,1,15,12,4,1,4,24,1,52,6,4,0,500,1,2,1,32000,50.5,0,37,0,13,10.75,10.75,0,1
137990,0,1,933,1,1,12,4,2,1,6,1,0,12,6,2,0,5,59,1,22,6,6,0,1600,0,2,0,51000,50.5,0,22,0,16,10.45,10.45,0,1
855362,7,1,462,0,1,7,1,3,21,6,0,0,14,16,5,1,4,24,1,52,7,3,1,600,0,2,1,17000,44,0,37,1,16,10.75,10.75,1,1
115320,0,3,835,0,1,7,4,5,1,5,1,0,7,20,7,1,4,48,0,22,9,7,0,2100,0,2,1,20000,50.5,0,22,0,12,11.2,11.2,0,0
50628,8,2,535,0,1,17,1,3,21,2,0,0,7,20,7,1,4,35,1,37,6,3,1,1100,0,2,1,21000,50.5,0,42,0,9,11.25,11.25,0,1
130714,0,2,999,0,1,2,4,2,1,2,0,1,19,5,2,0,4,13,1,7,7,3,0,1100,0,2,0,29000,50.5,0,22,0,16,10.65,10.65,0,1
369231,0,2,825,0,1,2,4,2,1,2,1,0,17,21,7,1,4,48,1,22,14,4,0,1600,0,2,0,6000,14.5,0,27,0,14,11.2,11.2,1,0
518160,0,3,999,0,1,2,4,3,1,6,1,0,17,23,7,1,4,59,0,22,9,5,1,1500,0,2,0,19000,50.5,0,22,0,12,10.45,10.45,0,0
813047,5,1,933,0,1,7,1,3,21,2,0,0,7,9,3,1,5,59,1,22,9,3,1,1000,0,2,1,110000,50.5,0,42,1,16,10.45,10.45,0,1
445731,0,1,935,0,1,2,4,5,1,2,1,0,7,18,7,1,4,59,0,7,9,4,0,1200,0,2,0,30000,50.5,1,22,0,12,10.45,10.45,0,0
264738,10,3,462,0,5,2,1,4,22,7,0,1,18,19,7,1,4,24,1,7,9,5,0,1000,0,2,1,16000,50.5,0,57,0,12,10.75,10.75,0,0
709833,6,1,799,0,1,7,1,3,21,2,0,0,17,19,7,0,4,47,1,22,7,3,1,900,0,2,1,34000,50.5,0,27,0,16,10.5,10.5,0,1
491738,5,3,933,0,1,12,1,3,21,2,0,0,7,21,7,1,5,59,0,7,8,4,1,2400,0,2,1,45000,34.5,0,27,0,12,10.45,10.45,0,0
37925,0,3,999,0,1,7,4,2,1,2,1,0,17,23,7,1,5,35,1,37,7,5,0,1100,0,2,0,13000,50.5,1,27,0,9,11.25,11.25,0,0
591047,0,2,835,0,1,2,4,2,1,2,1,0,7,25,8,1,4,48,0,7,7,7,1,500,0,2,0,20000,14.5,0,17,0,12,11.2,11.2,0,0
140225,8,2,462,0,1,7,1,5,21,2,0,0,7,22,7,1,4,24,1,22,9,4,1,1100,0,2,1,13000,50.5,0,42,0,16,10.75,10.75,0,1
113574,0,3,462,0,1,7,4,4,1,2,0,1,18,14,5,1,4,24,0,37,8,6,0,1600,0,2,0,42000,50.5,0,42,0,15,10.75,10.75,0,1
478739,0,2,462,0,1,2,4,3,1,2,0,1,5,19,7,1,4,24,1,52,7,8,0,1200,0,2,0,37000,50.5,0,32,0,12,10.75,10.75,0,1
597707,0,1,499,0,1,35,4,2,1,2,0,1,13,21,7,1,6,24,0,22,14,3,1,500,0,2,0,17000,5,0,22,0,0,10.75,10.75,1,0
145006,0,3,999,0,1,35,4,4,1,2,1,0,4,24,8,1,5,48,1,37,14,7,1,3346,0,2,0,100000,50.5,1,37,0,14,11.2,11.2,0,1
90885,0,2,499,0,1,2,4,2,1,2,0,1,15,23,7,1,4,24,1,22,14,4,0,700,0,2,0,11000,24.5,0,37,0,13,10.75,10.75,0,0
612885,0,2,462,0,1,2,4,3,1,6,0,1,12,10,3,1,4,24,1,52,8,6,1,1000,0,2,0,44000,50.5,0,32,0,12,10.75,10.75,0,1
310904,0,5,999,0,1,22,4,2,1,2,1,0,5,25,8,0,5,35,1,37,7,9,1,0,0,2,0,86000,50.5,0,27,0,14,11.25,11.25,0,1
862740,0,4,999,0,1,2,4,3,1,7,1,0,18,26,8,1,4,35,0,37,9,10,1,1400,0,2,0,1,34.5,0,17,0,12,11.25,11.25,1,0
851290,3,1,535,0,1,12,1,3,22,2,0,0,13,21,7,1,4,35,0,52,14,2,1,1100,0,2,1,28000,44,0,42,1,14,11.25,11.25,0,1
360536,0,3,421,0,1,2,4,2,1,2,0,1,5,23,7,0,4,24,1,7,6,7,1,700,0,2,0,47000,50.5,0,52,0,13,10.75,10.75,0,1
216768,0,1,933,1,1,7,4,2,1,2,1,0,8,7,2,0,5,59,1,22,6,3,0,1400,0,2,0,59000,50.5,0,62,0,12,10.45,10.45,0,1
237538,3,3,532,0,1,35,1,2,22,6,1,0,10,5,2,0,6,35,0,70,6,5,0,1400,0,2,0,6000,14.5,0,27,0,12,11.25,11.25,0,1
147871,0,2,462,0,1,2,4,4,1,6,0,1,13,23,7,1,4,24,0,22,9,4,1,900,0,2,0,20000,44,0,42,0,9,10.75,10.75,0,1
695747,1,1,933,1,1,12,1,2,2,2,1,0,7,20,7,0,5,59,1,70,14,4,0,1500,0,2,1,33000,24.5,0,52,0,14,10.45,10.45,1,1
807972,0,2,835,0,1,7,4,2,1,6,1,0,15,6,2,1,4,48,1,37,7,5,0,1300,0,2,0,64000,50.5,0,47,0,14,11.2,11.2,0,0
126963,0,2,588,0,1,2,4,2,1,6,1,0,7,88,88,0,4,35,1,22,14,5,1,700,1,2,0,1,5,0,32,0,16,11.25,11.25,1,1
822407,0,3,535,0,1,22,4,2,1,2,1,0,19,21,7,0,6,35,1,70,7,6,0,1700,0,2,0,40000,50.5,0,27,0,16,11.25,11.25,0,1
778038,0,2,933,0,1,7,4,2,1,6,1,0,19,8,2,1,4,59,1,37,9,5,0,1300,0,2,0,17000,24.5,1,42,0,14,10.45,10.45,1,0
677861,0,3,535,0,1,22,1,4,1,2,0,0,5,9,3,1,6,35,0,37,8,5,1,1700,0,2,1,61000,50.5,0,27,1,18,11.25,11.25,0,0
868732,3,2,999,1,1,2,1,2,21,2,0,1,7,3,1,0,4,24,1,7,6,4,0,1000,0,2,0,44000,50.5,0,27,0,9,10.75,10.75,0,1
598744,0,3,462,0,1,7,2,2,1,1,1,0,14,13,5,1,5,24,0,37,8,4,1,600,0,2,1,2000,5,0,22,0,16,10.75,10.75,1,0
60664,0,3,825,0,1,7,4,3,1,2,1,0,5,17,6,1,4,48,0,37,7,8,0,2100,0,2,0,15000,24.5,0,27,0,16,11.2,11.2,0,1
707666,0,3,933,1,1,2,3,3,1,6,1,0,7,22,7,1,4,59,0,22,9,7,0,1400,1,2,0,2000,5,0,27,0,14,10.45,10.45,1,0
128711,0,2,535,1,1,2,4,2,1,2,1,0,17,22,7,1,4,35,1,7,14,5,0,1900,0,2,0,25000,50.5,0,52,0,14,11.25,11.25,0,0
510614,7,2,462,0,1,2,1,4,21,7,0,0,7,3,1,1,4,24,1,7,7,5,0,1100,0,2,0,33000,44,0,37,0,18,10.75,10.75,0,1
499202,0,4,999,0,1,35,4,6,1,4,1,0,2,27,8,1,6,47,1,70,6,7,1,500,1,2,0,100000,24.5,1,32,0,13,10.5,10.5,0,1
452340,3,2,535,0,1,7,1,3,2,6,0,0,15,88,88,1,4,35,1,52,9,5,1,1000,0,2,1,53000,44,0,52,0,14,11.25,11.25,0,0
797075,0,3,535,0,1,17,4,3,1,2,1,0,8,21,7,1,5,35,1,37,6,5,0,1900,0,2,0,10000,14.5,1,27,0,9,11.25,11.25,0,1
769761,0,4,588,0,1,2,4,5,1,2,1,0,15,12,4,1,4,35,0,22,8,8,0,1800,0,2,0,21000,34.5,0,32,0,14,11.25,11.25,1,1
35193,4,3,535,0,1,12,1,5,23,6,0,1,12,6,2,1,4,35,1,70,7,5,0,1700,0,2,1,80000,50.5,0,32,0,15,11.25,11.25,0,1
519747,0,3,462,0,1,22,4,6,1,2,0,1,13,88,88,1,6,24,1,37,8,5,1,1400,0,2,0,8000,5,0,42,0,14,10.75,10.75,1,1
241843,0,3,999,0,1,35,4,4,1,2,1,0,7,22,7,1,5,48,1,7,7,8,0,1500,0,2,0,5000,34.5,0,32,0,14,11.2,11.2,1,0
520184,7,3,462,0,1,2,1,3,22,6,0,1,5,6,2,1,4,24,1,22,8,5,0,2658,0,2,0,38000,34.5,0,37,1,18,10.75,10.75,0,1
351766,0,2,462,0,1,2,4,2,1,7,0,1,14,8,2,0,4,24,1,22,8,4,1,900,0,2,0,62000,50.5,0,32,0,17,10.75,10.75,0,1
375802,0,3,999,0,1,17,4,2,1,2,0,1,17,21,7,1,4,24,1,22,14,5,0,700,0,2,0,6000,24.5,0,47,0,12,10.75,10.75,1,0
879038,0,3,999,0,1,2,1,4,22,2,0,0,7,20,7,1,4,35,0,7,9,5,0,1400,0,2,0,8000,44,0,42,0,18,11.25,11.25,1,1
789876,0,3,421,0,1,2,4,4,1,6,0,1,7,9,3,1,4,24,0,7,7,6,1,1000,0,2,0,19000,50.5,0,22,1,13,10.75,10.75,1,0
127192,4,2,505,0,1,2,1,2,21,1,1,0,5,88,88,1,4,35,1,22,6,4,0,600,1,2,1,14000,50.5,0,37,0,9,11.25,11.25,0,0
26507,0,2,577,0,1,2,4,2,1,2,1,0,17,88,88,0,4,35,1,7,9,4,1,1200,0,2,0,41000,50.5,0,27,0,16,11.25,11.25,0,1
628832,0,1,535,1,1,17,1,3,3,6,1,0,13,30,10,1,4,35,0,70,9,4,0,700,0,2,1,14000,50.5,0,27,0,13,11.25,11.25,0,0
381597,0,4,799,0,1,2,4,4,1,7,1,0,7,8,2,1,4,47,0,22,9,7,0,300,0,2,0,19000,50.5,0,32,0,12,10.5,10.5,0,0
548889,0,5,933,0,1,35,4,6,1,2,1,0,19,2,1,1,5,59,1,52,5,11,1,2900,0,2,0,130000,50.5,0,57,0,12,10.45,10.45,0,0
257295,1,2,933,0,1,2,1,2,21,2,1,0,15,8,2,1,4,59,1,7,7,5,0,1000,1,2,0,38000,50.5,0,37,0,12,10.45,10.45,0,0
680867,9,2,535,0,1,12,1,4,21,6,1,0,6,26,8,0,4,35,0,70,7,3,1,1200,0,2,1,25000,44,0,42,1,16,11.25,11.25,0,1
861683,0,2,999,1,1,2,4,2,1,5,1,0,19,8,2,0,4,48,1,22,8,5,0,900,0,2,0,52000,50.5,0,32,0,12,11.2,11.2,0,1
55090,0,1,462,0,1,2,4,2,1,7,1,0,14,16,5,0,4,24,1,7,8,3,1,700,0,2,0,30000,44,0,37,1,13,10.75,10.75,1,1
127640,7,2,462,0,1,2,1,2,23,2,0,0,5,29,10,1,4,24,1,7,6,4,0,800,0,2,1,44000,50.5,0,32,0,9,10.75,10.75,0,0
787986,6,3,421,0,1,7,1,4,21,2,0,0,7,88,88,1,4,24,1,22,7,5,1,900,0,2,1,23000,44,0,27,0,16,10.75,10.75,0,1
218829,8,2,535,0,1,2,1,2,22,5,1,0,17,23,7,0,4,35,0,22,6,4,0,1400,0,2,1,32000,50.5,0,47,0,12,11.25,11.25,0,1
735176,0,4,539,0,1,2,3,2,1,2,1,0,7,7,2,0,4,35,0,7,7,10,0,1200,0,2,0,26000,50.5,0,32,0,12,11.25,11.25,0,1
246090,0,2,999,0,1,2,4,2,1,2,1,0,7,20,7,0,4,35,0,7,14,5,0,0,0,2,0,4000,5,1,17,0,12,11.25,11.25,1,1
228973,0,4,999,0,1,17,4,2,1,2,1,0,15,11,4,0,4,12,0,37,6,7,0,300,0,2,0,48000,50.5,0,27,0,14,10.7,10.7,0,1
560881,0,4,999,0,1,17,4,2,1,2,1,0,14,13,5,0,5,47,1,22,8,11,0,1500,1,2,0,64000,50.5,0,27,0,16,10.5,10.5,0,1
226042,2,2,535,0,1,2,1,2,2,4,1,0,18,5,2,0,4,35,0,22,8,4,1,1200,0,2,1,120000,50.5,0,62,0,16,11.25,11.25,0,1
631563,0,2,462,0,1,2,4,3,1,6,0,1,15,15,5,1,4,24,1,22,9,4,0,1400,0,2,0,30000,24.5,0,27,0,15,10.75,10.75,0,0
821564,0,3,462,0,1,35,4,3,1,2,0,1,7,3,1,1,6,24,1,37,5,5,1,900,0,2,0,60000,50.5,0,52,0,14,10.75,10.75,0,0
726661,2,1,462,1,1,35,1,2,22,5,0,0,5,29,10,0,6,24,0,70,9,3,0,700,0,2,1,23000,50.5,0,27,0,12,10.75,10.75,0,1
771906,7,4,933,0,1,17,1,4,21,2,0,0,14,13,5,1,4,59,1,37,8,8,1,2800,0,2,0,140000,50.5,0,52,1,21,10.45,10.45,0,1
434747,0,3,999,0,1,2,4,3,1,2,0,1,8,27,8,1,4,24,1,7,9,5,1,800,0,2,0,44000,50.5,0,27,0,9,10.75,10.75,0,1
136643,0,4,205,0,5,2,4,2,1,2,1,0,4,88,88,1,4,12,0,22,6,8,1,900,0,2,0,1000,50.5,0,32,0,12,10.7,10.7,0,0
620775,8,2,835,0,1,12,1,3,21,6,0,0,15,23,7,1,4,48,0,52,6,3,0,1100,0,2,1,18000,34.5,0,42,0,16,11.2,11.2,1,1
